,0,1,2,3,4,5,6,7,8,9,10,11,12,13
167,jl_396ea8a861f75bc5,permanent,data+scientist,"<span class=""date"">10 days ago</span>",Principal Radiological Protection Scientist,"Centre for Environment, Fisheries and Aquaculture...","£44,715 a year",Lowestoft NR33,,,None,research,degree,"The work area comprises a diverse group of scientists who provide high quality radioanalytical support, data interpretation and scientific advice to a..."
168,jl_f3fac81769c61e02,permanent,data+scientist,"<span class=""date"">15 days ago</span>",Data Science | Machine Learning Experts,Oliver James Associates,,London,5 reviews,2.6 out of 5,None,"intelligence,programming,statistical,artificial,research,machine",statistics,Are you a Data Scientist looking to join the world of insurance? We are keen to speak with those in an actuarial role learning new programming languages and...
169,jl_74328683d43e8373,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Radiation Materials Consultant,Wood,,Harwell,944 reviews,4 out of 5,None,mining,"phd,bachelor,degree",We are looking for an enthusiastic scientist to join the Radiation Materials Team based at Harwell near Oxford....
170,jl_c289ee6e97d3926e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,Churchill Frank,,Leeds,,,None,machine,None,"Senior Data Scientist. Data Science Team Lead. The role welcomes applicants from a variety of backgrounds related to data science, so please apply within to..."
171,jl_1613e7cffd411e6f,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Data Scientist,Exposed Solutions,"£30,000 - £40,000 a year",Newcastle upon Tyne,,,"tableau,sql,python,r",machine,None,"Data Scientist, Newcastle, up to £40K. Experience with technologies such as R, Python and SQL Server to pull and analyse data...."
172,jl_e77c1aecd3bdcd12,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",NLP Scientist,Babylon Health,,London,,,"java,python,c++","programming,research,machine,ai,ml",phd,"As a member of the ML/NLP team, you will have opportunities to interface with the other teams and learn about data science, ontologies, advanced ML methods and..."
173,jl_9a01fcf8178aa51a,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Lead Data Scientist,Harnham,"£70,000 - £85,000 a year",Cambridge,6 reviews,4.8 out of 5,python,None,phd,Lead Data Scientist. A successful Lead Data Scientist will have the following:. Minimum of 3 years commercial experience as a data scientist....
174,jl_f2e45573f0c796e1,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Pricing/Forecasting - Leeds,Harnham,"£45,000 - £65,000 a year",Leeds,6 reviews,4.8 out of 5,"python,c","research,machine,ml",None,Multiple Data Scientists - Travel & Transport. Help develop and manage Junior Data Scientists. The essential requirements of a Data Scientist in this role are:....
175,jl_ea9b2a0cd3b16264,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Natural Language Processing Data Scientist,Harnham,"£40,000 - £80,000 a year",Oxfordshire,6 reviews,4.8 out of 5,"java,python","mining,analysis,research,machine,ml",None,As a Data Scientist the remit and requirements are as follows:. A passion for Data Science and Machine Learning....
176,jl_137938b698310eb6,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - FinTech,Harrington Starr,"£85,000 a year",London,,,"hadoop,nosql,mysql,mongodb,r,sql,python,matlab","mining,intelligence,modelling,statistical,analysis,artificial,machine,ai","phd,mathematics,degree","Data Scientist - FinTech. At least 4 years’ experience as a data scientist - Required. If this data Scientist role is of any interest, please contact Jon Kay @..."
177,jl_0d53ef6426dbc981,permanent,data+scientist,"<span class=""date"">23 days ago</span>","Data Scientist (Manager) - FS - London - £105,000 + Benefits",Lawrence Harvey,"£95,000 - £105,000 a year",London,,,"tableau,hadoop,qlikview,hive,r,c,python,sas","statistical,machine,programming",None,"Data Scientist (Manager) - FS - London - £105,000 + Benefits. The Data Scientist (Manager) would also be involved in building the practice through identifying..."
178,jl_7ee3f639b6abcd24,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Machine Learning Engineer,Candour Solutions,"£55,000 a year",Sheffield,,,None,"ai,machine,programming","phd,degree",Home Based - Machine Learning Engineer A Machine Learning Engineer position has come up with my most exciting client. Are you: 1.Excited about new emerging...
179,jl_058c7246b73d3d5f,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Equities,Harnham,"£60,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","statistical,machine,analysis,programming","msc,degree","Data Scientist London £60,000 - £65,000 + Bonus THE COMPANY This is a unique chance to join a brand new division being set up in a leading investment firm..."
180,jl_4f06e43a1aee3859,permanent,data+scientist,"<span class=""date"">27 days ago</span>",Senior Data Scientist,Prosperity,,United Kingdom,,,"sql,r","mining,modelling",degree,"Senior Data Scientist. The successful applicant will utilise data modelling, mining etc to ensure data is up to date and accurate...."
181,jl_a6bd59de16ff9178,permanent,data+scientist,"<span class=""date"">19 days ago</span>",Senior Data Scientists and Data Scientists,Department for Work and Pensions,"£69,094 a year",London,994 reviews,3.8 out of 5,"sql,nosql,python,r","statistical,machine,programming",statistics,All Data Scientists:. All Senior Data Scientists:. Senior Data Scientist (Cyber Security). Senior Data Scientist/Data Scientist (Service Design)....
182,jl_0cc4933d684fe1f0,permanent,data+scientist,"<span class=""date"">19 days ago</span>",Senior Data Scientist,Aspire Data Recruitment,"£75,000 a year",Aberdeen,,,None,"modelling,statistical,analysis,machine,ai,mathematical","phd,bsc",Senior Data Scientist. Manage the portfolio of enhancements through supervision of the team of Data Scientists....
183,jl_f026604bae159a69,permanent,data+scientist,"<span class=""date"">8 days ago</span>",Senior Data Scientist - customer analytics,Harnham,"£50,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"python,r,scala",machine,None,"Senior Data Scientist - customer analytics. As a Data Scientist, you will be joining a pioneering culture interconnecting data and the biggest business..."
184,jl_5517399d096abd42,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Python Data Scientist,Heat Recruitment,"£35,000 - £85,000 a year",London,5 reviews,,"sql,python",None,"phd,degree",To join one of the best Data Scientist Teams in the UK and further your career alongside experienced developers and data analysts....
185,jl_92672d696c824143,permanent,data+scientist,"<span class=""date"">20 days ago</span>",Quantitative Data Analyst,Legal & General Group Plc.,,London,10 reviews,,excel,"research,analysis,mathematical","bachelor,degree","Help to insure that the data governance standards are adhered to maintain and support data integrity. Identify and map critical data elements, sources and..."
186,jl_c411092a69e60744,permanent,data+scientist,"<span class=""date"">19 days ago</span>",Personal Assistant,Joint Nature Conservation Committee,"£22,020 a year",Peterborough PE1,,,None,research,None,"Knowledge of the General Data Protection Regulation (GDPR).  Management and publication of content on the intranet and SharePoint for Senior Management Board,..."
187,jl_702ec015e93e6656,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Lead Data Scientist,ADLIB,"£70,000 - £80,000 a year",Bath,,,"python,r","programming,modelling,statistical,analysis,machine,ai","phd,statistics,msc,degree",Are you a Data Scientist/Quantitative Analyst looking to move into a new role using Data to develop a range of pioneering Risk Management products?...
188,jl_6143119a5869aed2,permanent,data+scientist,"<span class=""date"">15 days ago</span>","Positioning, Navigation and Timing Scientist/Systems Enginee...",Defence Science and Technology Laboratory,"£31,500 - £52,500 a year",Porton Down,17 reviews,2.8 out of 5,None,research,None,What tests would you carry out and what data would you demand of the consortium? As a Principal Navigation Scientist within the Cyber and Information System...
189,jl_bf8d5dc08412da1b,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Senior Data Scientist,Career Concept Limited,"£65,000 a year",London,,,"sql,python,r",statistical,None,"Senior Data Scientist. Add additional data from external sources. Consumer personal data is not taken, therefore the data is never used to market back to the..."
190,jl_b0fd0bf5cd2130b1,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - psychometric analysis,Harnham,"£60,000 - £70,000 a year",London,6 reviews,4.8 out of 5,"hadoop,sql,python,r","analysis,machine","phd,mathematics,statistics",Data Scientist - psychometric analysis. The successful Data Scientist will have proven industrial experience in effectively delivering technical concepts to non...
191,jl_10b411f4fc81b8dc,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Lead Data Scientist - Computer Vision,Harnham,"£60,000 - £65,000 a year",London,6 reviews,4.8 out of 5,None,"research,machine,intelligence,artificial",msc,"Lead Data Scientist. There are exciting growth plans here, along with the opportunity to take ownership over the end-to-end production life cycle for Data..."
192,jl_0d88d9522e3b5aae,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Python/AWS/Spark,Harnham,"£40,000 - £50,000 a year",London,6 reviews,4.8 out of 5,python,"machine,intelligence,artificial","mathematics,statistics,msc",These hires will be primarily in the Data Science space. Analysing customer data to deliver significant return on investments for clients....
193,jl_2bbd16e718eb9263,permanent,data+scientist,"<span class=""date"">8 days ago</span>",Lead Data Scientist/Tech Lead,Harnham,"£70,000 - £80,000 a year",London,6 reviews,4.8 out of 5,python,"intelligence,modelling,statistical,artificial,machine",None,Lead Data Scientist/Tech Lead. This ecommerce company are looking for the next top talent Lead Data Scientist/Tech Lead to come in with a real passion for their...
194,jl_5489fee062fab472,permanent,data+scientist,"<span class=""date"">13 days ago</span>",NLP Engineer / Data Scientist,Cathcart Associates,"£40,000 - £65,000 a year",Manchester,,,"python,r,scala","analysis,machine",statistics,You'll be joining a high calibre team of software and data professionals who are all really bought into the ethos of the company....
195,jl_0debaf292ad4103a,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Churchill Frank,,London,,,"python,hive,r,scala",programming,None,"DATA ENGINEER - LONDON. Varying Big Data tools are held of more importance, particularly Spark. The candidate will ideally have experience with a variety of Big..."
196,jl_6c6422240e7a332d,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Challenger Bank,Freshminds Talent,,London,,,python,analysis,None,"Outstanding data analysis skills (Python, data regressions etc. are essential). Freshminds is working with an ethical Challenger Bank that is on the lookout for..."
197,jl_5b7c8887c3d46040,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Video Gaming,Harnham,"£55,000 - £65,000 a year",London,6 reviews,4.8 out of 5,None,"mining,analysis,machine,modelling","phd,statistics,msc",Data Scientist - OVERVIEW. Data Scientist - Video Gaming Company. Working as part of an agile team in London working with Data Scientists and Data Engineers to...
198,jl_1a7ca08a9dde00f6,permanent,data+scientist,"<span class=""date"">23 days ago</span>",Data Scientist - Digital Company - Cambridge,Twenty Recruitment Group,"£35,000 - £60,000 a year",Cambridge,3 reviews,4.3 out of 5,"python,r","machine,intelligence,artificial","phd,mathematics,msc",New opportunity for Junior Data Scientists to work within an exciting and fast growing team of data scientists and specialists on their innovative retail...
